approval_id,bank,elev_ft,event_id,files,flag_date,flag_member_id,hcollect_method_id,hdatum_id,height_above_gnd,hwm_environment,hwm_id,hwm_label,hwm_locationdescription,hwm_notes,hwm_quality_id,hwm_type_id,hwm_uncertainty,last_updated,last_updated_by,latitude_dd,longitude_dd,marker_id,peak_summary_id,site_id,stillwater,survey_date,survey_member_id,uncertainty,vcollect_method_id,vdatum_id,waterbody
8988,N/A,74.117,180,[],2017-09-12T05:00:00,1834,1,2,2.63,Riverine,23215,0912_1012_1,MUD DEBRIS LINE MARKED WITH ORANGE TAPE. FOUND ALONG CHAINLINK FENCE ON WEST SIDE OF FM223; ABOUT 1/4 MILE NORTH OF INTERSECTION OF FM223 AND FM787.,,1,2,0.01,,,30.4178,-94.90063,2,5807,22099,1.0,2017-09-18T05:00:00,1770,0.082021,6,2,Trinity River
7742,Left,130.427,180,[],2017-09-06T05:00:00,1599,1,2,5.89,Riverine,21173,1,middle of the inside of the fenced housing of dumpster behind nature center inside park,,1,5,0.05,,,29.81397,-96.11069,6,5235,20869,1.0,2017-09-11T05:00:00,1770,0.06,6,2,brazos creek
9325,N/A,30.54,180,[],2017-09-12T05:00:00,1776,1,2,0.0,Riverine,22459,0912_1500_2,Distinct debris line marked with painted line on north bank of canal. Located approximately 70 ft west of Bowie street.,,3,2,0.2,,,30.065216,-94.802831,3,5995,21711,1.0,2017-10-05T05:00:00,1770,0.05,6,2,Large canal
9502,N/A,151.28,180,[],2017-09-08T05:00:00,1772,2,2,0.0,Riverine,21638,0908_0813,"30ft from channel, 90ft NE from development, about 400ft DS of HWM1",,4,2,0.4,,,29.77226,-95.88716,8,6109,21171,1.0,2017-09-08T05:00:00,1772,0.0474,7,2,Willow Fork
9679,N/A,102.565,180,[],2017-09-10T05:00:00,1834,1,2,2.7,Riverine,24254,0909_1520_2,wash line along shed of residence,,4,9,0.3,,,30.176284,-95.366456,,6456,22643,1.0,2017-09-10T05:00:00,1834,0.1,6,2,San Jacinto River
9923,N/A,9.28,180,[],2017-09-23T05:00:00,1833,1,2,1.1,Riverine,22861,0914_1115_2,Mud line on trailer at Boundocks mobile park,,3,1,0.2,,,29.866589,-94.22428,2,6647,21908,1.0,2017-09-23T05:00:00,1837,0.35,6,2,North Fork Taylor Bayou
9812,N/A,59.4,180,[],2017-09-09T04:00:00,1760,1,2,1.62,Riverine,22013,0909_1100_2,Another seed line on the red metal,level 4 survey; field readings RTK 63.446-4.06 TD  LB,1,5,0.02,,,29.52726,-95.4011,2,6511,21413,1.0,2017-09-18T04:00:00,900,0.5,6,2,Unknown
9899,Left,65.434,180,[],2017-09-12T05:00:00,330,1,2,1.33,Riverine,22460,0912_1250_1,"DEBRIS LINE ON TELEPHONE POLE, SOUTH SIDE OF CYPRESS STREET",,3,4,,,,30.09824,-95.14716,5,6527,21709,1.0,2017-09-21T05:00:00,1841,0.5857,2,2,EAST FORK SAN JACINTO RIVER
9561,Left,97.41,180,[],2017-09-11T05:00:00,1834,1,2,4.25,Riverine,22864,0911_1137_1,Orange paint mark located on west side (LB) of bridge on main beam next to apron on upstream side.,,5,5,0.5,,,29.49526,-96.02912,3,6420,21910,1.0,2017-09-29T05:00:00,1854,0.115,6,2,San Bernard River
10097,Left,130.439,180,[],2017-09-06T05:00:00,1599,1,2,5.24,Riverine,21174,2,nail in tree across parking lot for trash/recycling area behind the nature center,,2,5,0.1,,,29.81397,-96.11069,6,5235,20869,1.0,2017-09-11T05:00:00,1770,0.06,6,2,brazos creek
9599,Right,142.53,180,[],2017-09-10T05:00:00,1772,2,2,2.65,Riverine,22029,0910_0838,seed line on rod iron fence,,4,5,0.4,,,29.85088,-95.77355,8,6161,21420,1.0,2017-09-10T05:00:00,1772,0.0695,7,2,South Mayde Cr
9670,N/A,66.164,180,[],2017-09-10T05:00:00,1834,1,2,9.63,Riverine,24255,0909_1115_1,Seed line along roof of house,,5,5,0.5,,,30.028664,-95.235922,,6454,22648,1.0,2017-09-10T05:00:00,1834,0.1,6,2,San Jacinto River
9590,N/A,85.51,180,[],2017-09-11T05:00:00,1834,1,2,3.45,Riverine,23044,0911_1712_1,"Located on telephone pole on Boyett Drive, about 100 feet southeast of intersection of Boyett Drive and Pharris Drive on the right hand side of road (southwest side)",,5,2,0.5,,,29.38587,-95.97587,5,6431,22008,1.0,2017-09-29T05:00:00,1854,,6,2,San Bernard River
7767,Right,130.128,180,[],2017-09-06T05:00:00,1599,1,2,5.43,Riverine,21175,1,sharpie line on breaker box attached to telephone pole across exit road from ranger station at the entrance to park,,2,5,,,,29.01206,-96.10825,4,5246,20870,1.0,2017-09-11T05:00:00,1770,,6,2,brazos river
8989,N/A,73.442,180,[],2017-09-12T05:00:00,1834,1,2,1.12,Riverine,23217,0912_1012_2,"DEBRIS LINE MARKED WITH ORANGE TAPE. CHAINLINK SECURITY FENCE IS AROUND ATT CABLE STATION, DIRECTLY ACROSS HIGHWAY FROM CHURCH REC CENTER (METAL BUILDING) ON FM223, JUST NORTH OF INTERSECTION OF FM223 AND FM787.",,1,2,0.02,,,30.4178,-94.90063,2,5807,22099,1.0,2017-09-18T05:00:00,1770,0.082021,6,2,Trinity River
9177,N/A,33.51,180,[],2017-09-15T05:00:00,1762,1,2,1.37,Riverine,23570,0915_1645_1,"ORANGE NAIL+TAPE ON TREE, LEFT UPSTREAM SIDE OF CULVERT. NEXT TO DRAINAGE POOL",,5,1,0.5,,,30.23467,-94.18665,5,5912,22267,1.0,2017-09-22T05:00:00,1770,0.049213,6,2,unknown
9602,Left,142.27,180,[],2017-09-10T05:00:00,1772,2,2,2.64,Riverine,22030,0910_0906,Mud line on cement culvert pipe in field,,4,1,0.4,,,29.8518,-95.77282,8,6161,21420,1.0,2017-09-10T05:00:00,1772,0.0548,7,2,South Mayde Cr
10239,N/A,40.289,180,[],2017-09-20T05:00:00,1834,1,2,0.0,Riverine,23926,0915_1340_3,USLB of Scott bridge just north of intersection of Scott and Airport.,"Could not find point so marked what appeared to be the old HWM

RTN in this area had a higher variability due to some nodes working intermittently",5,2,0.5,,,29.64575,-95.36591,7,6700,22454,1.0,2017-10-04T05:00:00,1770,0.5,6,2,Buffalo Bayou
9555,N/A,107.58,180,[],2017-09-11T05:00:00,1834,1,2,4.65,Riverine,22863,0911_1108_2,"Mark located on telephone pole towards road near 1971 E. Cypress Dr., East Bernard, TX. 
Disk faces street.",,5,5,0.5,,,29.50682,-96.03465,5,6419,21909,1.0,2017-09-29T05:00:00,1854,0.115,6,2,San Bernard River
7564,N/A,12.346,180,[],2017-09-04T05:00:00,1762,1,2,0.0,Coastal,21167,0904_1650_1,"MARKED 15 FT FROM ROAD SIGN WITH PAINT, TAPE, AND FLAG",Avg of 2 HWM,2,2,,,,28.576546,-96.565046,7,5137,20852,1.0,2017-09-08T05:00:00,1770,0.085302,6,2,unknown
9623,N/A,35.438,180,[],2017-09-08T05:00:00,1762,1,2,0.0,Riverine,22644,0908_1400_2,"Lat 29.706913
Long -95.376350
Debris line along side walls of freeway",,2,2,0.1,,,29.706913,-95.37635,8,6440,21803,1.0,2017-09-08T05:00:00,1762,0.13,6,2,unknown
9178,N/A,33.748,180,[],2017-09-15T05:00:00,1762,1,2,1.62,Riverine,23571,0915_1645_2,"ORANGE NAIL+TAPE ON PINE TREE, STREAMWARD FACE OF TREE. NEAR TO WHITE, ROCKY BEND IN CREEK AND SPILLWAY.",,5,1,0.5,,,30.23467,-94.18665,5,5912,22267,1.0,2017-09-22T05:00:00,1770,0.049213,6,2,unknown
10231,N/A,106.22,180,[],2017-09-21T05:00:00,1762,1,2,4.8,Riverine,24256,0921_1435_1,"Exc Seed line on 1st pile bent cap Rt of Lt abutment, DSS of bridge. Mark is 1.68' below top PC and top PC is 2.11' below base of HR post. Blue sharpie square marked on base.",,1,5,0.02,,,30.72749,-93.51185,4,6625,22649,1.0,2017-09-22T05:00:00,1727,0.13,6,2,Hoosier Creek
9900,Left,65.673,180,[],2017-09-12T05:00:00,330,1,2,0.0,Riverine,22462,0912_1255_2,DEBRIS IN NORTH DITCH,,4,4,,,,30.09824,-95.14716,3,6527,21709,1.0,2017-09-21T05:00:00,1841,0.5857,2,2,EAST FORK SAN JACINTO RIVER
10184,Right,287.084,180,[],2017-09-25T05:00:00,1853,1,2,0.0,Riverine,25450,09-25-1023-1,Seed line on Right bank Apron,,3,5,0.2,,,29.96104,-97.09184,3,6615,23277,1.0,2017-09-25T05:00:00,1853,,6,2,Riverine
10107,N/A,10.64,180,[],2017-09-05T05:00:00,1762,1,2,3.25,Coastal,21428,0905_0915_2,ANOTHER POINT ON SHED AT INTERSECTION 75 FT AWAY FROM OTHER MARK. DID NOT MART DUE TO PRIVATE PROPERTY. Height above ground of 3.25 feet was taken from picture.,,2,1,,,,28.739369,-96.663467,8,5144,21022,1.0,2017-09-08T05:00:00,1770,0.095144,6,2,unknown
9603,Left,148.05,180,[],2017-09-10T05:00:00,1772,2,2,0.58,Riverine,22031,0910_0936,seed line on upstream bridge cement wing wall,,2,5,0.1,,,29.87522,-95.76947,8,6162,21422,1.0,2017-09-10T05:00:00,1772,0.0614,7,2,Bear Cr
9809,N/A,59.0,180,[],2017-09-09T04:00:00,1760,1,2,0.0,Riverine,22011,0909_1040_2,Debris pile behind the black fence,"level 4 survey; field reading 59.001 ft, RTK ran direct",4,2,0.4,,,29.5048,-95.4133,4,6510,21412,1.0,2017-09-18T04:00:00,900,0.5,6,2,Unknown
9560,Right,97.64,180,[],2017-09-11T05:00:00,1834,1,2,2.9,Riverine,22865,0911_1137_1,Orange paint mark located on east side (RB) of bridge on main beam next to apron on upstream side.,,5,5,0.5,,,29.4946,-96.02873,3,6420,21910,1.0,2017-09-29T05:00:00,1854,0.115,6,2,San Bernard River
9645,N/A,50.455,180,[],2017-09-08T05:00:00,1762,1,2,2.14,Riverine,22857,0908_1545_2,"Lat 29.68801
Long -95.439011
seed line along wall of residence",,2,5,0.1,,,29.68801,-95.439011,8,6448,21905,1.0,2017-09-08T05:00:00,1762,0.13,6,2,unknown
9672,N/A,65.59,180,[],2017-09-10T05:00:00,1834,1,2,7.5,Riverine,24257,0909_1130_2,wash line along carport,,5,9,0.5,,,30.029954,-95.238409,,6454,22648,1.0,2017-09-10T05:00:00,1834,0.1,6,2,San Jacinto River
9604,Right,149.42,180,[],2017-09-10T05:00:00,1772,2,2,0.91,Riverine,22032,0910_0947,seed line on fence netting,,3,5,0.2,,,29.87501,-95.77007,8,6162,21422,1.0,2017-09-10T05:00:00,1772,0.0678,7,2,Bear Cr
8992,N/A,62.277,180,[],2017-09-12T05:00:00,1834,1,2,0.0,Riverine,23219,0912_1155_2,WASH LINE; ORANGE SPRAY PAINT. ON RIGHT DOWNSTREAM APRON; MARKER AT BOTTOM OF PAINT LINE,,1,9,0.02,,,30.38436,-94.76456,3,5809,22100,1.0,2017-09-18T05:00:00,1770,0.082021,6,2,Trinity River
10240,N/A,42.461,180,[],2017-09-15T05:00:00,1834,1,2,0.0,Riverine,23927,0915_1447_1,Behind Sugar Valley Missionary Baptist Church off of Farland Dr.,RTN in this area had a higher variability due to some nodes working intermittently,5,2,0.5,,,29.63794,-95.37592,7,6701,22455,1.0,2017-10-04T05:00:00,1770,0.5,6,2,Buffalo Bayou
8386,N/A,227.3,180,[],2017-09-08T05:00:00,1599,1,2,2.59,Riverine,21641,0908_1305_1,Nail and tab on fence post on W side of CR 519,,2,4,0.1,,,29.37806,-97.29794,6,5481,21177,1.0,2017-09-24T05:00:00,1760,0.271,6,2,Guadalupe river
9661,N/A,59.687,180,[],2017-09-09T05:00:00,1762,1,2,1.84,Riverine,22906,0909_0940_2,"Lat 29.652941
Long -95.494622
Seed line along front door entrance of residence",,3,5,0.2,,,29.652941,-95.494622,8,6453,21926,1.0,2017-09-09T05:00:00,1762,0.1,6,2,unknown
9605,Right,135.9,180,[],2017-09-10T05:00:00,1772,2,2,1.29,Riverine,22033,0910_1021,Debris line on fence of school,,2,2,0.1,,,29.86147,-95.73068,8,6163,21423,1.0,2017-09-10T05:00:00,1772,0.0407,7,2,Bear Cr
9810,N/A,60.4,180,[],2017-09-09T04:00:00,1760,1,2,0.0,Riverine,22010,0909_1040_1,Debris pile near the concrete,"level 4 survey; field reading 60.385 ft, RTK ran direct",3,2,0.2,,,29.5048,-95.4133,4,6510,21412,1.0,2017-09-18T04:00:00,900,0.5,6,2,Unknown
10242,N/A,43.504,180,[],2017-09-15T05:00:00,1834,1,2,0.0,Riverine,23928,0915_1447_2,Behind Sugar Valley Missionary Baptist Church off of Farland Dr. 50' ds of 0915_1447_1,RTN in this area had a higher variability due to some nodes working intermittently,5,2,0.5,,,29.63774,-95.37585,7,6701,22455,1.0,2017-10-04T05:00:00,1770,0.5,6,2,Buffalo Bayou
7563,Left,6.962,180,[],2017-09-04T05:00:00,1762,1,2,3.7,Riverine,21178,0904_1630_2,"ALONG BARBED WIRE FENCE, LEFT BANK 50 FT FROM THE BRIDGE. DEBRIS LINE ON FENCE, MARKED WITH TAPE AND PAINT.",,2,2,,,,28.560141,-96.538338,3,5136,20850,1.0,2017-09-08T05:00:00,1770,0.085302,6,2,unknown
7558,N/A,6.148,180,[],2017-09-04T05:00:00,1762,1,2,0.0,Coastal,21201,0904_1530_2,PAINT MARK ON ELECTRICAL POLE. Height above ground is NOT 0.0.,,2,1,,,,28.553103,-96.523879,3,5134,20847,1.0,2017-09-08T05:00:00,1770,0.085302,6,2,unknown
9503,N/A,155.6,180,[],2017-09-08T05:00:00,1772,2,2,0.0,Riverine,21642,0908_0846,RB 150ft DS of Bridge,,4,2,0.4,,,29.78542,-95.89927,8,6111,21176,1.0,2017-09-08T05:00:00,1772,0.0474,7,2,Willow Fork
9687,N/A,116.538,180,[],2017-09-10T05:00:00,1834,1,2,4.7,Riverine,24236,0910_1100_1,seed line along window of residencec,,5,5,0.5,,,30.217054,-95.416503,,6461,22637,1.0,2017-09-10T05:00:00,1834,0.47,6,2,San Jacinto River
10243,N/A,42.992,180,[],2017-09-15T05:00:00,1834,1,2,0.0,Riverine,23929,0915_1447_3,Behind Sugar Valley Missionary Baptist Church off of Farland Dr. 90' ds of 0915_1447_1,RTN in this area had a higher variability due to some nodes working intermittently,5,2,0.5,,,29.63756,-95.37595,7,6701,22455,1.0,2017-10-04T05:00:00,1770,0.5,6,2,Buffalo Bayou
9044,N/A,4.764,180,[],2017-09-17T05:00:00,1762,1,2,,Coastal,23572,0917_1105_1,"ORANGE NAIL+TAPE ON SIDE OF WALKWAY, AT THE END NEAR THE BEACH. IN BETWEEN WOOD STAKE FENCE AND SEA RIM STATE PARK SIGN",Height above ground not input into field sheet.,2,5,0.1,,,29.67416,-94.04413,5,5837,22268,1.0,2017-09-20T05:00:00,1770,0.022966,6,2,unknown
8999,N/A,52.995,180,[],2017-09-12T05:00:00,1834,1,2,5.1,Riverine,23221,0912_1320_2,"ORANGE TAPE ATTACHED TO ORANGE PAINTED NAIL ON TELEPHONE POLE. TOP EDGE OF NAILHEAD MARKS THE SEED LINE. ABOUT .4 MILES CONTINUING NE ALONG ROAD. ON CYPRESS LAKE DR. TURN RIGHT AT ""T"" INTERSECTION, AFTER FERGUSON RD BENDS INTO CYPRESS LAKE DR. CULVERT NEARBY ABOUT 40 YARDS AWAY.",,1,5,0.03,,,30.29077,-94.80543,5,5812,22101,1.0,2017-09-18T05:00:00,1770,0.082021,6,2,Trinity River
7743,N/A,127.215,180,[],2017-09-06T05:00:00,1599,1,2,3.38,Riverine,21179,2,stump marking the corner of a barbed wire fence on the SW side of the bridge,,3,4,0.2,,,29.79306,-96.08163,6,5236,20872,1.0,2017-09-11T05:00:00,1770,0.06,6,2,brazos river
9606,Left,135.12,180,[],2017-09-10T05:00:00,1772,2,2,1.47,Riverine,22034,0910_1027,seed line on wood fence,,3,5,0.2,,,29.86147,-95.72979,8,6163,21423,1.0,2017-09-10T05:00:00,1772,0.0407,7,2,Bear Cr
8387,N/A,227.6,180,[],2017-09-08T05:00:00,1599,1,2,3.01,Riverine,21643,0908_1308_2,Nail and tab in fence post on the E side of CR 519,,2,4,0.1,,,29.37804,-97.29796,6,5481,21177,1.0,2017-09-24T05:00:00,1760,0.271,6,2,Guadalupe river
9486,N/A,238.892,180,[],2017-09-09T05:00:00,1762,1,2,1.6,Riverine,22177,0909_0946_2,"29.63819 -96.59389
Wash line on south upstream side on bridge apron.",,5,9,0.5,,,29.63819,-96.59389,3,6103,21512,1.0,2017-10-10T05:00:00,1645,0.203,6,2,unknown
7744,N/A,126.982,180,[],2017-09-06T05:00:00,1599,1,2,6.93,Riverine,21180,3,"telephone pole in fence row on NE side of the bridge with the number 1980 in sluminum plates.  nail, tab, and pink flagging tape",,2,5,0.1,,,29.79306,-96.08163,6,5236,20872,1.0,2017-09-11T05:00:00,1770,0.06,6,2,brazos river
9045,N/A,4.327,180,[],2017-09-17T05:00:00,1762,1,2,0.0,Riverine,23573,0917_1105_2,"ORANGE  PAINT LINE ON ROCKY SHORE, NEAR WOODEN WALKWAY AND BATHROOMS BY PARK HEADQUARTERS BUILDING",,2,2,0.1,,,29.67416,-94.04413,3,5837,22268,1.0,2017-09-20T05:00:00,1770,0.022966,6,2,unknown
9727,N/A,453.767,180,[],2017-09-12T05:00:00,1834,6,2,2.25,Riverine,25711,0912_1450_2,debris snag along fence on side of road,,5,2,0.5,,,29.818894,-97.360948,,6482,23454,1.0,2017-09-12T05:00:00,1834,0.18,6,2,Guadalupe River
10185,Right,285.83,180,[],2017-09-25T05:00:00,1853,1,2,4.01,Riverine,25451,09-25-1023-2,Seed line on bridge beam upstream of bridge,,3,5,0.2,,,29.96096,-97.09205,4,6615,23277,1.0,2017-09-25T05:00:00,1853,,6,2,Riverine
9571,Right,95.48,180,[],2017-09-11T05:00:00,1834,1,2,0.0,Riverine,22868,0911_1317_1,"Located in right side of road (east side), across from 2211 CR 219, East Bernard, TX.",,5,2,0.5,,,29.44474,-96.04443,5,6424,21912,1.0,2017-09-28T05:00:00,1854,0.115,6,2,San Bernard River
7582,N/A,32.047,180,[],2017-09-05T05:00:00,1762,1,2,0.0,Riverine,21467,0905_1515_2,MARKED ON UPSTREAM LEFT SIDE WITH TAPE AND PAINT.,,2,2,,,,28.842214,-96.53696,3,5151,21047,1.0,2017-09-09T05:00:00,1770,0.042651,6,2,unknown
9505,N/A,158.59,180,[],2017-09-08T05:00:00,1772,2,2,0.0,Riverine,21644,0908_0855,"2ft N of railroad track, 60ft E of bridge",,3,2,0.2,,,29.78542,-95.89927,,6111,21176,1.0,2017-09-08T05:00:00,1772,0.0474,7,2,Willow Fork
9607,Right,136.39,180,[],2017-09-10T05:00:00,1772,2,2,0.0,Riverine,22035,0910_1110,debris line on bank,,4,2,0.4,,,29.88686,-95.72167,8,6164,21424,1.0,2017-09-10T05:00:00,1772,0.0524,7,2,Dinner Cr
9841,Left,4.959,180,[],2017-09-06T04:00:00,1744,1,2,,Coastal,21181,0906_1530_2,HWM is located inside Rowling Bait Camp shop. HWM is a seed line below wall cabinets. Mark considered Fair.,Surveyed floor elevation below the mark. 1.15 ft added to surveyed elevation. HWM elevation is final. No further adjustments necessary.,3,5,0.2,,,28.62783,-95.97057,8,6359,20865,1.0,2017-09-06T04:00:00,1744,0.131234,6,2,Colorado River
10246,N/A,47.07,180,[],2017-09-15T05:00:00,1834,1,2,0.0,Riverine,23931,0915_1535_2,RBDS top of the bank ~200 ' bridge on West Orem Rd.,RTN in this area had a higher variability due to some nodes working intermittently,5,2,0.5,,,29.62684,-95.40698,7,6702,22456,1.0,2017-10-04T05:00:00,1770,0.5,6,2,Buffalo Bayou
9046,N/A,4.593,180,[],2017-09-17T05:00:00,1762,1,2,0.91,Riverine,23574,0917_1200_1,BLACK SHARPIE LINE+ORANGE TAPE ON GREEN/YELLOW PARKING LOT GATE. NEAR CORNER OF TREMONT AND 11TH,,1,1,0.02,,,29.73122,-93.89731,4,5838,22269,1.0,2017-09-20T05:00:00,1770,0.022966,6,2,Unknown
8388,N/A,218.7,180,[],2017-09-08T05:00:00,1599,1,2,6.32,Riverine,21645,0908_1230_1,tree with a nail/tab and flagging tape across the street from CR 366 sign at the intersection of US 183,,1,5,0.05,,,29.33345,-97.32406,6,5482,21178,1.0,2017-09-24T05:00:00,1760,0.271,6,2,Guadalupe river
9610,Right,136.86,180,[],2017-09-10T05:00:00,1772,2,2,0.0,Riverine,22036,0910_1200,debris line on right bank in the park,,3,2,0.2,,,29.902,-95.70417,8,6166,21425,1.0,2017-09-10T05:00:00,1772,0.0576,7,2,Langham Cr
9573,Left,93.46,180,[],2017-09-11T05:00:00,1834,1,2,4.1,Riverine,22870,0911_1352_1,Located on eastern end (LB) US side of bridge DS of railroad tracks on main horizontal bridge beam.,,5,5,0.5,,,29.43836,-96.0154,3,6425,21913,1.0,2017-09-28T05:00:00,1854,0.115,6,2,San Bernard River
9047,N/A,4.439,180,[],2017-09-17T05:00:00,1762,1,2,0.84,Riverine,23575,0917_1200_2,BLACK SHARPIE LINE+ORANGE TAPE ON METAL POST NEXT TO CHAINLINK SECURITY FENCE BY FDC MAIN BUILDING SIGN AND YELLOW STAIRCASE,,1,1,0.02,,,29.73122,-93.89731,4,5838,22269,1.0,2017-09-20T05:00:00,1770,0.022966,6,2,Unknown
9029,N/A,50.82,180,[],2017-09-12T05:00:00,1834,1,2,0.0,Riverine,23224,0912_1620_1,WASH LINE; ORANGE PAINT LINE ON RIGHT DOWNSTREAM APRON. BOTTOM OF LINE MARKS WASH LINE.,,1,9,0.02,,,30.27791,-94.79971,3,5828,22103,1.0,2017-09-18T05:00:00,1770,0.082021,6,2,Trinity River
